Year,weight,Location_of_Residence,HH_Income,Head_of_HH_Age,Head_of_HH_Gender,Hispanic_Origin_of_HH,Head_of_HH_Race,Head_of_HH_RaceOrigin,HH_Size,Population_Size,HH_Region,Police_Notified,Agg_of_PropertyCrime,Type_of_Crime,Victim_Services,Location_of_Incident
2014,2760.34889,3,5,3,1,2,1,1,1,0,2,1,3,8,2,5
2014,2973.34258,1,4,4,1,2,1,1,1,3,3,2,3,8,2,1
2014,3042.16957,3,1,2,1,2,1,1,2,0,2,2,3,8,2,1
2014,2532.60945,1,5,5,2,2,1,1,2,2,2,1,3,7,2,3
2014,3012.22198,2,6,4,1,2,1,1,2,1,2,1,3,8,2,5
2014,2526.11035,3,2,3,1,2,1,1,3,0,3,1,3,8,2,1
2014,2993.81164,2,7,3,1,2,1,1,2,1,2,2,3,8,2,3
2014,2597.98542,2,88,2,1,2,1,1,1,0,3,2,3,8,2,5
2014,2554.95881,2,2,3,2,2,1,1,2,1,1,2,3,8,2,1
2014,2554.95881,2,2,3,2,2,1,1,2,1,1,2,3,8,2,1
2014,2873.54296,1,7,3,2,2,1,1,2,1,3,2,3,8,2,1
2014,2300.03604,3,3,4,1,2,1,1,2,0,3,2,3,6,2,1
2014,3920.98337,1,4,2,2,2,1,1,2,1,1,2,3,8,2,1
2014,2359.41654,3,6,3,2,2,1,1,1,0,3,1,3,8,2,1
2014,2752.86962,2,7,4,1,2,1,1,3,0,3,1,3,8,2,2
2014,3000.30495,1,7,2,2,2,1,1,3,3,2,2,3,6,2,1
2014,3838.47454,1,6,2,1,2,1,1,1,1,2,2,3,8,2,1
2014,3088.22974,2,7,3,1,1,3,4,2,1,1,1,3,8,2,3
2014,2045.12458,3,3,4,2,2,1,1,2,1,2,2,3,8,2,2
2014,2924.26301,2,7,3,1,2,1,1,4,1,3,2,3,7,2,1
2014,2644.52439,2,5,5,1,2,1,1,2,1,1,1,3,8,2,1
2014,2150.32738,3,5,4,2,2,1,1,2,1,2,2,3,8,2,1
2014,4175.36977,1,88,2,1,2,2,2,2,2,3,2,3,8,2,1
2014,4175.36977,1,88,2,1,2,2,2,2,2,3,2,3,8,2,1
2014,3087.35119,2,6,4,2,2,1,1,2,1,2,2,3,8,2,3
2014,4208.63188,1,5,2,2,2,2,2,2,3,3,2,3,8,2,1
2014,2807.12032,1,7,5,1,2,1,1,2,3,2,2,3,8,2,3
2014,2558.43307,2,6,3,1,2,1,1,3,2,2,2,3,8,2,4
2014,2558.43307,2,6,3,1,2,1,1,3,2,2,2,3,8,2,4
2014,4209.01096,1,1,2,1,2,1,1,1,1,2,1,3,8,1,3
2014,2404.20529,2,1,4,1,2,1,1,1,1,1,1,3,8,2,5
2014,2748.56111,2,88,3,2,2,1,1,2,1,3,1,3,8,2,1
2014,3150.7676,2,2,4,1,2,1,1,1,0,3,2,3,8,2,1
2014,3259.12366,1,1,3,2,2,2,2,2,4,3,2,3,8,2,1
2014,2792.50936,1,2,4,2,2,2,2,2,4,3,2,3,6,2,1
2014,2810.25969,2,6,4,2,2,1,1,1,1,3,1,3,8,2,3
2014,2632.12866,1,7,3,2,2,1,1,4,3,4,2,3,8,2,1
2014,2635.42494,1,88,4,1,1,1,4,3,3,4,2,3,8,2,1
2014,2855.84987,2,2,3,1,1,1,4,4,1,4,2,3,8,2,1
2014,2855.84987,2,2,3,1,1,1,4,4,1,4,2,3,8,2,1
2014,2598.71467,3,88,4,2,2,1,1,2,1,3,1,3,6,2,1
2014,2589.23166,2,7,5,1,2,1,1,2,0,1,2,3,8,2,3
2014,3384.67517,1,3,2,2,2,2,2,1,5,4,2,3,8,2,2
2014,3199.60061,3,3,2,1,2,1,1,1,1,3,1,3,8,2,1
2014,3090.65721,2,6,4,1,1,1,4,3,0,4,1,3,8,1,1
2014,3090.65721,2,6,4,1,1,1,4,3,0,4,1,3,7,2,1
2014,2856.10741,1,5,3,1,1,1,4,3,5,4,2,3,8,2,1
2014,3824.31599,3,1,2,2,2,1,1,1,1,3,2,3,8,2,3
2014,2570.55074,2,7,4,1,2,1,1,2,1,4,2,3,8,2,1
2014,2684.46172,2,3,5,1,2,1,1,2,2,4,2,3,8,2,1
2014,2342.67923,1,4,4,1,2,3,3,1,5,4,1,3,6,2,1
2014,2817.59061,1,6,4,2,2,1,1,2,1,4,1,3,8,2,1
2014,2646.57326,1,88,3,2,2,1,1,4,3,4,2,3,8,2,4
2014,3021.69971,1,5,3,1,1,1,4,3,5,4,1,3,7,2,3
2014,3172.62306,3,2,3,2,2,2,2,1,1,3,1,3,6,2,1
2014,2595.02448,1,2,3,2,1,1,4,1,5,4,2,3,6,2,1
2014,3181.92614,2,7,2,2,1,1,4,3,1,4,2,3,6,2,1
2014,4578.42901,1,2,2,1,2,2,2,2,2,4,2,3,6,2,1
2014,2694.14944,2,6,4,1,2,1,1,3,1,4,2,3,8,2,3
2014,2451.94747,2,3,4,2,2,1,1,2,1,3,1,3,8,2,3
2014,2559.17553,1,6,4,1,1,1,4,2,2,1,2,3,8,2,3
2014,2816.85202,1,6,2,2,1,1,4,2,1,4,2,3,8,2,1
2014,2816.85202,1,6,2,2,1,1,4,2,1,4,2,3,8,2,3
2014,3334.13796,2,6,2,1,2,1,1,2,1,4,1,3,8,2,2
2014,2543.9227,2,88,4,2,2,3,3,3,2,4,1,3,7,2,1
2014,2990.82499,2,6,4,2,1,1,4,4,1,4,2,3,8,2,1
2014,2990.82499,2,6,4,2,1,1,4,4,1,4,2,3,8,2,1
2014,1401.84806,1,7,3,1,2,1,1,2,3,2,1,3,8,1,3
2014,1703.00351,1,6,4,1,2,2,2,1,3,3,2,3,8,2,1
2014,1664.29516,2,88,3,1,1,1,4,2,1,1,2,3,8,2,1
2014,1457.66119,2,2,3,2,1,3,4,2,1,3,2,3,8,2,1
2014,1282.24719,2,6,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,1391.57531,2,5,4,1,2,1,1,2,1,1,1,3,6,2,1
2014,1244.85727,3,4,5,2,2,1,1,1,1,3,1,3,6,2,1
2014,1769.22045,2,6,3,1,2,1,1,3,0,2,2,3,8,1,4
2014,1179.2606,2,88,5,2,2,2,2,1,0,1,2,3,8,2,5
2014,1667.04452,2,7,2,2,2,1,1,2,0,2,2,3,8,2,2
2014,1521.36332,1,7,2,2,1,1,4,2,4,3,2,3,8,2,3
2014,1521.36332,1,7,2,2,1,1,4,2,4,3,2,3,8,2,3
2014,1595.8756,2,2,4,2,2,2,2,2,1,2,1,3,8,2,3
2014,1604.81478,1,88,4,1,2,2,2,2,3,2,2,3,6,2,1
2014,1566.79319,1,5,4,2,2,1,1,2,2,2,1,3,6,2,1
2014,2037.5789,2,5,2,1,2,2,2,1,0,3,2,3,8,2,3
2014,1468.47452,2,88,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,1181.16944,3,3,4,1,2,1,1,2,1,2,1,3,6,2,1
2014,1401.17732,2,5,4,2,1,1,4,2,1,1,2,3,8,2,1
2014,1401.17732,2,5,4,2,1,1,4,2,1,1,2,3,8,2,1
2014,1329.74365,2,5,4,2,2,1,1,2,1,2,1,3,8,2,3
2014,1431.97065,3,88,5,1,2,1,1,2,0,4,2,3,8,2,2
2014,2319.0256,1,5,2,1,2,2,2,1,1,2,2,3,8,2,1
2014,1240.10186,3,3,3,2,2,1,1,4,0,2,2,3,8,2,1
2014,1240.10186,3,3,3,2,2,1,1,4,0,2,2,3,8,2,1
2014,1566.79319,1,2,4,2,2,1,1,1,2,2,1,3,6,2,1
2014,1566.79319,1,2,4,2,2,1,1,1,2,2,1,3,6,2,1
2014,1566.79319,1,2,4,2,2,1,1,1,2,2,1,3,6,2,1
2014,1608.7344,1,7,2,1,2,1,1,2,3,2,2,3,6,2,1
2014,1472.43539,3,3,2,2,2,1,1,2,1,3,2,3,8,2,3
2014,1691.49464,3,88,4,2,2,1,1,2,0,2,1,3,8,2,3
2014,1691.49464,3,88,4,2,2,1,1,2,0,2,1,3,8,2,1
2014,1691.49464,3,88,4,2,2,1,1,2,0,2,1,3,8,2,1
2014,2928.57202,1,3,2,2,2,2,2,2,1,2,1,3,6,2,1
2014,1699.08626,1,6,5,2,2,3,3,3,1,1,2,3,8,2,2
2014,1405.15667,2,7,4,1,2,1,1,2,1,1,2,3,8,2,5
2014,1241.63117,1,3,4,2,2,2,2,2,3,2,1,3,7,2,1
2014,1241.63117,1,3,4,2,2,2,2,2,3,2,2,3,6,2,1
2014,1490.43682,2,5,3,2,2,1,1,3,0,3,1,3,8,2,2
2014,1495.34219,2,88,5,2,2,1,1,2,1,1,2,3,8,2,5
2014,1529.73943,2,7,3,2,2,1,1,2,1,1,2,3,8,2,1
2014,1541.67438,1,7,3,2,2,1,1,2,5,1,2,3,8,2,1
2014,1442.50693,2,3,4,2,2,1,1,2,1,2,2,3,8,2,1
2014,1708.44917,1,6,2,1,2,1,1,1,2,3,2,3,8,2,1
2014,3085.03613,2,88,4,1,2,1,1,2,0,1,2,3,8,2,5
2014,3363.97838,2,6,4,1,1,2,4,3,0,3,1,3,8,2,1
2014,2760.91916,3,6,3,1,2,1,1,2,0,4,1,3,8,2,1
2014,3337.04506,1,7,2,1,2,1,1,3,3,2,2,3,8,2,5
2014,2659.22397,2,88,3,2,2,1,1,4,1,1,2,3,8,2,3
2014,2996.78569,1,88,3,2,2,2,2,3,5,1,1,3,8,2,3
2014,2996.78569,1,88,3,2,2,2,2,3,5,1,2,3,8,2,5
2014,2996.78569,1,88,3,2,2,2,2,3,5,1,2,3,8,2,1
2014,2796.39083,2,88,3,2,2,1,1,2,1,3,1,3,8,2,3
2014,2488.36501,3,3,3,2,2,1,1,2,0,2,2,3,6,2,1
2014,2887.78639,3,6,3,1,2,1,1,2,0,2,2,3,8,2,4
2014,3013.52518,3,6,2,1,2,1,1,2,1,3,2,3,8,2,3
2014,2910.58915,1,1,3,2,2,2,2,1,3,2,2,3,8,1,3
2014,3665.58013,1,5,2,1,2,1,1,2,3,2,2,3,8,2,1
2014,2359.15919,3,3,3,1,2,1,1,2,0,2,2,3,8,2,1
2014,3288.87117,1,88,2,1,1,1,4,3,1,1,1,3,8,1,1
2014,3053.57551,1,7,3,1,2,1,1,3,1,2,2,3,8,2,1
2014,3053.57551,1,7,3,1,2,1,1,3,1,2,1,3,8,2,1
2014,3512.74949,1,3,2,1,1,1,4,1,5,1,2,3,6,2,1
2014,3140.25678,2,7,2,1,2,1,1,2,1,1,1,3,8,2,1
2014,4120.99138,1,2,2,2,2,1,1,1,4,2,1,3,8,2,3
2014,3257.98665,2,7,3,2,2,1,1,2,0,1,1,3,8,2,4
2014,3726.69884,3,88,2,2,2,3,3,3,1,1,1,3,8,2,3
2014,2927.65785,1,2,5,1,2,2,2,1,3,1,2,3,8,2,1
2014,2399.23968,3,7,4,1,2,1,1,2,0,2,1,3,8,2,2
2014,2602.39445,2,4,3,2,2,2,2,2,1,2,1,3,8,2,5
2014,2785.28439,2,7,3,2,2,1,1,4,1,1,2,3,8,2,1
2014,2473.85117,1,88,5,2,1,3,4,2,2,4,2,3,8,2,1
2014,3053.91478,1,88,5,1,2,1,1,2,4,2,2,3,6,2,1
2014,2327.37702,3,6,4,1,1,1,4,1,1,3,1,3,7,2,1
2014,3085.56686,1,88,4,1,2,1,1,2,2,4,1,3,8,2,1
2014,2476.81729,2,88,4,1,2,1,1,1,0,3,1,3,6,2,1
2014,6866.92461,1,88,4,1,2,1,1,1,2,4,1,3,8,2,1
2014,2756.39343,2,2,5,2,2,1,1,1,1,3,2,3,8,2,1
2014,3318.54685,1,4,2,1,2,1,1,2,5,4,1,3,8,2,2
2014,7571.17041,1,88,3,1,1,1,4,1,2,4,1,3,8,2,1
2014,7571.17041,1,88,3,1,1,1,4,1,2,4,2,3,6,2,1
2014,3475.64114,1,7,2,1,2,1,1,2,5,4,1,3,6,2,1
2014,2852.75554,2,88,3,2,2,1,1,2,1,4,2,3,6,2,1
2014,2564.27486,1,3,4,2,1,2,4,3,2,4,2,3,8,2,1
2014,2564.27486,1,3,4,2,1,2,4,3,2,4,1,3,8,2,1
2014,2504.83253,2,6,4,2,2,1,1,2,1,4,2,3,8,2,1
2014,3959.47821,1,1,3,2,2,2,2,3,1,4,2,3,8,2,1
2014,3959.47821,1,1,3,2,2,2,2,3,1,4,2,3,8,2,1
2014,4006.63213,2,3,2,2,2,1,1,1,0,3,1,3,6,2,1
2014,2363.72864,1,88,4,2,2,2,2,4,3,4,2,3,8,2,5
2014,3422.40327,2,5,2,2,1,1,4,3,2,4,2,3,6,2,1
2014,3349.70697,2,6,2,1,2,1,1,2,1,4,2,3,8,2,1
2014,3349.70697,2,6,2,1,2,1,1,2,1,4,2,3,8,2,1
2014,2666.61758,1,1,2,2,2,3,3,1,1,4,1,3,6,2,1
2014,2618.08845,2,88,4,2,2,1,1,3,1,4,2,3,8,2,3
2014,2712.12309,2,6,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,2712.12309,2,6,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,16272.73854,2,6,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,2687.14508,2,7,3,2,2,1,1,3,1,4,1,3,8,2,1
2014,2687.14508,2,7,3,2,2,1,1,3,1,4,1,3,8,2,1
2014,3077.5881,1,7,2,1,2,3,3,2,5,4,2,3,8,2,2
2014,3086.62598,2,7,3,2,1,1,4,3,1,4,1,3,7,2,1
2014,2716.46004,2,5,3,2,2,1,1,2,1,4,1,3,8,2,4
2014,2716.46004,2,5,3,2,2,1,1,2,1,4,2,3,8,2,1
2014,3049.5054,2,6,4,2,2,1,1,2,0,4,1,3,6,2,1
2014,2858.59362,2,88,5,2,2,1,1,2,1,4,2,3,6,2,1
2014,2311.35752,2,2,4,2,2,2,2,1,1,3,2,3,8,2,1
2014,2863.44131,2,7,5,2,2,1,1,2,2,4,2,3,8,2,1
2014,3757.60362,1,6,2,1,1,1,4,4,1,4,2,3,7,2,1
2014,3757.60362,1,6,2,1,1,1,4,4,1,4,2,3,8,2,3
2014,2336.521,3,6,3,1,2,1,1,2,0,3,1,3,8,2,1
2014,2679.20358,2,7,2,2,2,1,1,2,0,3,2,3,8,2,1
2014,2679.20358,2,7,2,2,2,1,1,2,0,3,2,3,8,2,1
2014,2755.50342,2,7,4,1,2,1,1,2,1,3,1,3,6,2,1
2014,2246.55471,1,5,2,1,2,2,2,1,1,3,2,3,8,2,2
2014,2666.49008,1,5,4,2,2,3,3,3,5,4,2,3,6,2,1
2014,2562.72098,2,88,4,1,2,1,1,2,0,3,1,3,8,2,1
2014,2616.74532,2,6,5,2,2,1,1,2,1,1,1,3,8,2,3
2014,2616.74532,2,6,5,2,2,1,1,2,1,1,1,3,8,2,1
2014,2962.7292,1,3,4,2,2,2,2,1,3,2,2,3,8,2,3
2014,2332.30528,3,5,4,2,2,1,1,1,0,2,1,3,6,2,1
2014,3093.91035,1,6,3,1,2,1,1,1,2,4,2,3,8,2,1
2014,2469.77832,2,5,4,2,1,1,4,1,1,1,1,3,8,2,3
2014,2275.10501,3,88,4,1,2,1,1,2,0,3,2,3,8,2,1
2014,2670.49511,3,88,3,2,2,1,1,2,0,1,3,3,8,2,1
2014,2840.50576,1,5,4,1,2,2,2,1,3,1,2,3,8,2,1
2014,2795.89767,1,7,4,2,2,1,1,2,5,1,2,3,8,2,4
2014,3111.50172,2,7,3,2,2,1,1,3,1,1,2,3,8,2,3
2014,2446.88536,2,88,4,1,2,1,1,1,1,2,2,3,8,2,3
2014,2567.20284,1,88,3,2,2,1,1,2,2,1,2,3,8,2,1
2014,3479.65743,1,88,2,1,1,1,4,2,5,1,2,3,6,2,1
2014,2734.02567,1,88,5,1,2,1,1,2,5,1,2,3,8,2,1
2014,2962.7292,1,88,4,2,2,2,2,1,3,2,1,3,6,2,1
2014,2954.60997,2,3,2,2,1,1,4,2,1,1,1,3,6,2,1
2014,2544.12466,2,88,4,2,2,1,1,2,0,1,2,3,8,2,1
2014,3683.1376,1,3,3,2,2,2,2,2,4,2,2,3,8,2,4
2014,2750.20149,1,5,3,2,1,1,4,2,3,2,1,3,7,2,1
2014,3013.24669,1,7,3,2,2,1,1,1,5,1,2,3,8,2,1
2014,2408.34327,2,88,4,1,2,1,1,2,1,1,2,3,6,2,1
2014,2408.34327,2,88,4,1,2,1,1,2,1,1,2,3,6,2,1
2014,3013.24669,1,7,3,2,1,1,4,3,5,1,1,3,8,2,1
2014,3013.24669,1,7,3,2,1,1,4,3,5,1,1,3,8,2,1
2014,2731.66765,1,88,5,2,2,2,2,1,1,3,2,3,8,2,2
2014,3490.51949,2,88,3,2,2,2,2,2,1,1,1,3,8,2,1
2014,2463.80101,2,6,4,2,2,1,1,1,1,2,2,3,8,2,3
2014,2991.1007,2,4,3,2,2,1,1,3,0,2,1,3,8,2,1
2014,2842.64577,1,7,3,2,2,1,1,2,5,1,2,3,8,2,4
2014,2842.64577,1,7,3,2,2,1,1,2,5,1,2,3,8,2,4
2014,2589.89116,2,88,5,1,2,1,1,1,1,1,2,3,6,2,1
2014,2981.12118,1,88,2,1,1,1,4,4,5,1,1,3,7,,1
2014,2463.3679,3,88,4,2,2,1,1,1,1,4,1,3,8,2,1
2014,2973.84504,1,5,3,2,1,1,4,3,5,1,3,3,8,2,3
2014,3277.09393,2,4,2,1,2,1,1,1,0,2,2,3,8,2,1
2014,3277.09393,2,4,2,1,2,1,1,1,0,2,2,3,8,2,1
2014,2937.58439,2,7,4,2,2,1,1,2,0,1,1,3,8,2,5
2014,2380.31629,1,7,4,2,2,1,1,1,1,3,2,3,8,2,1
2014,2974.54825,1,88,2,1,2,3,3,3,3,4,2,3,8,2,3
2014,3241.43516,1,88,2,1,1,1,4,1,5,1,1,3,8,2,1
2014,2863.49763,2,88,2,1,1,1,4,3,1,2,1,3,8,2,3
2014,3022.79685,1,3,4,1,2,1,1,1,3,2,1,3,6,1,1
2014,3301.02528,2,88,2,1,1,1,4,1,1,1,2,3,8,2,1
2014,2669.31721,3,6,5,1,2,1,1,2,0,2,1,3,6,2,1
2014,3364.9143,2,7,4,1,2,1,1,2,0,4,1,3,8,2,1
2014,2568.31101,2,7,4,1,2,1,1,3,0,1,2,3,8,2,4
2014,2176.81826,3,2,4,1,2,1,1,2,1,2,2,3,6,2,1
2014,2526.29572,1,7,4,1,2,2,2,3,5,1,2,3,8,2,3
2014,2552.15518,3,3,4,1,2,3,3,2,1,4,2,3,8,2,1
2014,3361.4551,2,7,2,2,1,1,4,2,2,4,1,3,7,2,2
2014,2705.13428,1,7,4,1,2,1,1,3,1,4,2,3,8,2,1
2014,3722.33839,2,4,2,1,1,1,4,2,0,4,1,3,6,2,1
2014,2945.74993,2,88,5,2,2,1,1,2,1,4,2,3,8,2,1
2014,3141.60293,1,2,1,1,2,1,1,2,1,4,1,3,7,2,1
2014,2984.68626,2,6,2,2,2,3,3,1,1,4,2,3,8,2,1
2014,2969.64431,2,88,3,1,2,1,1,2,0,4,2,3,8,2,1
2014,2926.51059,2,7,4,1,2,1,1,2,1,4,2,3,8,2,1
2014,2926.51059,2,7,4,1,2,1,1,2,1,4,1,3,8,2,1
2014,3040.0471,2,88,4,2,2,1,1,4,2,4,2,3,8,2,1
2014,2818.20932,2,7,3,1,1,1,4,4,2,4,1,3,8,2,3
2014,2602.11553,3,3,3,2,1,1,4,4,0,4,1,3,8,2,1
2014,2608.98051,1,5,5,1,2,3,3,2,5,4,2,3,8,2,1
2014,3542.24868,1,88,2,2,2,1,1,2,2,4,1,3,8,2,3
2014,2945.1599,2,3,2,2,2,1,1,2,1,2,2,3,8,2,3
2014,2991.39329,2,5,2,2,1,1,4,3,1,1,2,3,8,2,1
2014,3311.24938,1,88,4,2,2,2,2,2,4,2,1,3,6,2,1
2014,3011.51168,2,2,4,2,2,1,1,1,1,2,2,3,8,2,1
2014,2524.38003,2,88,4,1,2,1,1,2,0,3,2,3,8,2,5
2014,2444.22091,3,6,3,2,2,1,1,2,0,3,2,3,8,2,5
2014,3932.72932,2,3,2,2,2,2,2,3,1,2,2,3,8,2,1
2014,2717.04031,2,1,3,2,2,1,1,3,1,1,1,3,8,2,5
2014,2335.59148,3,88,3,1,1,1,4,4,1,2,2,3,8,2,2
2014,3276.12282,2,88,4,1,2,2,2,1,1,3,2,3,6,2,1
2014,3251.19771,2,88,3,1,2,1,1,2,1,3,1,3,6,2,1
2014,2526.08983,3,5,2,2,2,1,1,4,1,2,2,3,8,2,1
2014,2526.08983,3,5,2,2,2,1,1,4,1,2,2,3,8,2,1
2014,2929.45436,2,5,5,1,2,1,1,1,0,3,1,3,6,2,1
2014,3052.66121,2,1,2,2,2,1,1,3,1,3,2,3,8,2,1
2014,3118.65356,2,5,2,2,2,1,1,3,1,2,2,3,6,2,1
2014,2446.44694,3,6,4,1,2,1,1,2,1,3,1,3,6,2,1
2014,2659.99517,2,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2014,2587.73299,1,88,4,2,2,1,1,2,4,3,2,3,8,2,1
2014,2813.0147,1,4,4,1,2,1,1,2,1,1,2,3,8,2,1
2014,2847.02681,1,2,3,1,2,1,1,2,3,3,1,3,6,2,1
2014,3231.54972,2,1,4,1,2,2,2,2,1,3,3,3,8,2,5
2014,2901.01688,2,88,3,1,2,1,1,1,0,2,2,3,6,2,1
2014,2613.75009,1,1,5,2,1,3,4,1,3,3,2,3,8,2,1
2014,2615.44724,2,3,5,2,2,1,1,2,0,1,2,3,8,2,1
2014,3210.55569,1,88,2,1,2,1,1,2,4,2,1,3,7,2,1
2014,2617.38029,2,7,4,2,2,1,1,2,0,1,1,3,8,2,3
2014,2806.47934,1,88,3,1,2,2,2,2,4,2,1,3,6,2,1
2014,3378.8589,1,3,5,2,2,2,2,2,4,2,2,3,8,2,1
2014,2211.2925,3,4,2,2,1,3,4,2,1,3,1,3,8,2,3
2014,2211.2925,3,4,2,2,1,3,4,2,1,3,2,3,8,2,3
2014,1683.61603,2,7,2,2,2,1,1,2,0,1,1,3,8,2,1
2014,1615.66571,1,7,4,2,2,1,1,2,5,3,2,3,8,2,1
2014,1609.32483,2,5,3,1,1,1,4,2,1,4,1,3,8,2,3
2014,1609.32483,2,5,3,1,1,1,4,2,1,4,1,3,8,2,1
2014,1356.06928,3,2,4,2,2,1,1,2,0,3,2,3,6,2,1
2014,1474.66849,3,1,2,2,1,1,4,3,1,3,1,3,8,2,1
2014,1436.52345,2,2,3,2,2,1,1,2,1,3,2,3,8,2,1
2014,1490.91467,2,3,5,1,2,1,1,1,1,4,1,3,6,2,1
2014,1387.15449,1,7,5,1,2,1,1,1,5,3,1,3,6,2,1
2014,1598.97986,2,88,3,1,2,1,1,4,2,3,2,3,8,2,1
2014,1598.97986,2,88,3,1,2,1,1,4,2,3,2,3,8,2,1
2014,2257.90681,2,1,2,1,2,1,1,1,1,1,2,3,8,2,1
2014,1882.32916,2,1,2,2,2,1,1,3,1,3,2,3,8,2,1
2014,1786.83968,1,6,2,2,1,3,4,2,2,3,1,3,8,2,1
2014,1786.83968,1,6,2,2,1,3,4,2,2,3,1,3,8,2,1
2014,1786.83968,1,6,2,2,1,3,4,2,2,3,2,3,8,2,1
2014,1443.97674,1,7,4,1,2,1,1,2,4,3,2,3,8,2,1
2014,1313.6454,2,6,4,2,2,3,3,2,0,3,1,3,8,2,3
2014,2259.48922,2,2,2,1,2,1,1,4,0,3,2,3,8,2,1
2014,2259.48922,2,2,2,1,2,1,1,4,0,3,2,3,8,2,1
2014,2259.48922,2,2,2,1,2,1,1,4,0,3,2,3,8,2,1
2014,2259.48922,2,2,2,1,2,1,1,4,0,3,2,3,8,2,1
2014,1508.74889,2,7,4,1,2,1,1,2,1,4,1,3,8,2,3
2014,1508.74889,2,7,4,1,2,1,1,2,1,4,1,3,7,2,5
2014,1508.74889,2,7,4,1,2,1,1,2,1,4,1,3,8,2,1
2014,3015.20165,1,5,2,1,1,1,4,3,4,3,1,3,6,2,1
2014,3104.29332,2,6,4,1,2,2,2,3,0,3,1,3,6,2,1
2014,3039.36401,2,88,2,1,2,1,1,2,0,1,1,3,6,2,1
2014,2983.5012,1,3,3,2,2,3,3,1,4,3,2,3,6,2,1
2014,2879.1458,2,88,4,2,2,1,1,2,1,4,2,3,8,2,3
2014,3010.89867,1,5,4,1,2,1,1,2,4,4,2,3,6,2,1
2014,3732.2765,1,88,3,1,2,1,1,3,1,3,2,3,8,2,1
2014,3197.92459,2,7,2,1,2,1,1,2,0,1,1,3,8,2,1
2014,3067.06191,2,6,4,1,2,1,1,3,0,3,1,3,6,2,1
2014,3281.1338,1,5,4,2,2,1,1,2,1,1,3,3,6,2,1
2014,2866.63186,2,7,3,2,2,1,1,3,0,3,2,3,8,2,1
2014,2908.0033,1,4,3,2,2,1,1,2,2,4,2,3,8,2,1
2014,2919.35477,1,6,3,2,2,1,1,2,2,3,1,3,6,2,1
2014,4249.14858,1,4,2,1,2,2,2,1,5,3,1,3,6,2,1
2014,2770.25124,2,6,5,1,2,1,1,1,0,3,2,3,8,2,3
2014,2774.21077,1,6,3,2,2,1,1,3,2,3,2,3,8,2,3
2014,3167.39474,2,88,2,1,1,1,4,1,1,3,1,3,6,2,1
2014,2389.36289,2,88,4,2,2,1,1,3,1,1,1,3,8,2,4
2014,3049.23806,1,88,3,2,2,2,2,1,5,1,1,3,6,2,1
2014,2400.07397,2,2,5,1,2,1,1,1,1,1,2,3,8,2,1
2014,3636.25192,1,3,2,2,2,2,2,2,1,3,2,3,8,2,1
2014,3636.25192,1,3,2,2,2,2,2,2,1,3,1,3,6,2,1
2014,2805.71074,2,88,3,2,2,1,1,1,0,1,2,3,8,2,1
2014,2594.0481,1,6,3,2,2,1,1,2,3,3,2,3,6,2,1
2014,3422.09956,1,4,2,1,2,3,3,1,4,3,2,3,8,2,1
2014,3147.62852,2,88,2,2,2,1,1,2,0,3,1,3,8,2,1
2014,2773.95719,1,5,4,1,2,2,2,3,5,3,2,3,8,2,3
2014,2773.95719,1,5,4,1,2,2,2,3,5,3,2,3,8,2,3
2014,2773.95719,1,5,4,1,2,2,2,3,5,3,2,3,8,2,3
2014,2773.95719,1,5,4,1,2,2,2,3,5,3,2,3,8,2,3
2014,2935.997,2,5,4,2,2,1,1,2,1,4,2,3,8,2,5
2014,2791.95587,2,7,4,2,2,1,1,2,1,3,2,3,8,2,3
2014,3033.58029,2,6,2,1,2,1,1,2,1,3,1,3,8,2,1
2014,3033.58029,2,6,2,1,2,1,1,2,1,3,1,3,8,2,1
2014,2173.60412,3,88,5,2,1,1,4,1,1,3,2,3,6,2,1
2014,2875.09443,1,4,2,2,2,1,1,3,1,4,2,3,6,2,1
2014,2717.4853,1,5,5,1,2,1,1,2,2,4,2,3,8,2,1
2014,2717.4853,1,5,5,1,2,1,1,2,2,4,2,3,8,2,1
2014,2044.60825,3,7,2,2,2,1,1,2,0,3,1,3,7,2,1
2014,2917.47358,2,7,3,1,2,1,1,3,1,4,2,3,8,2,1
2014,2881.68097,2,4,2,2,2,1,1,2,0,1,1,3,6,2,1
2014,2998.78361,2,5,5,2,1,1,4,2,0,3,2,3,8,2,1
2014,4097.80549,2,5,2,1,2,1,1,1,1,4,1,3,8,2,3
2014,2852.53177,1,6,2,2,1,1,4,2,5,3,1,3,8,2,3
2014,2660.05108,2,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2014,2535.80406,2,6,3,2,2,3,3,2,0,3,2,3,8,2,3
2014,3352.6463,1,7,2,2,2,1,1,2,5,3,2,3,8,2,3
2014,3352.6463,1,7,2,2,2,1,1,2,5,3,2,3,8,2,3
2014,3836.31881,2,3,3,2,2,1,1,3,0,3,2,3,8,2,1
2014,2872.63796,2,88,3,1,2,1,1,2,1,3,2,3,8,2,3
2014,2872.63796,2,88,3,1,2,1,1,2,1,3,2,3,6,2,1
