Year,weight,Location_of_Residence,HH_Income,Head_of_HH_Age,Head_of_HH_Gender,Hispanic_Origin_of_HH,Head_of_HH_Race,Head_of_HH_RaceOrigin,HH_Size,Population_Size,HH_Region,Police_Notified,Agg_of_PropertyCrime,Type_of_Crime,Victim_Services,Location_of_Incident
2016,920.0134381,3,4,3,1,2,1,1,1,0,3,2,3,6,2,1
2016,3462.85021,2,6,2,2,2,1,1,3,1,3,1,3,8,2,1
2016,7941.872043,3,3,4,2,2,3,3,1,1,4,1,3,6,2,1
2016,3235.469117,1,88,3,1,2,1,1,2,1,3,1,3,8,2,1
2016,3602.924575,2,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2016,1881.060106,3,2,4,2,2,2,2,2,0,3,1,3,8,2,3
2016,3761.771527,2,6,2,2,2,2,2,1,0,1,1,3,8,2,2
2016,2292.780366,2,1,4,1,2,2,2,1,1,1,2,3,8,2,1
2016,2121.272925,1,7,4,1,2,1,1,2,1,1,1,3,8,2,1
2016,2076.028435,3,3,4,2,2,1,1,2,1,3,1,3,8,2,1
2016,2662.03294,1,7,4,2,2,3,3,2,1,3,2,3,8,2,1
2016,4038.169523,1,88,2,1,2,2,2,2,5,1,1,3,8,2,3
2016,4038.169523,1,88,2,1,2,2,2,2,5,1,2,3,8,2,4
2016,3117.71625,2,7,2,1,2,3,3,2,0,1,3,3,6,2,1
2016,4731.931806,2,6,2,1,2,1,1,1,1,3,1,3,7,2,1
2016,3790.244199,2,6,2,1,2,1,1,1,1,3,2,3,6,2,1
2016,3790.244199,2,6,2,1,2,1,1,1,1,3,2,3,8,2,1
2016,3790.244199,2,6,2,1,2,1,1,1,1,3,2,3,8,2,1
2016,1824.837447,2,4,4,2,2,1,1,1,1,1,2,3,8,2,1
2016,3809.633551,1,1,2,2,1,1,4,3,1,3,1,3,8,2,1
2016,2037.288252,2,7,4,1,1,1,4,3,0,3,1,3,8,2,1
2016,952.7150779,2,7,3,2,1,1,4,3,0,3,1,3,8,2,2
2016,4005.566666,1,1,2,1,2,1,1,2,5,3,1,3,8,2,3
2016,3663.973021,2,6,4,1,2,1,1,3,1,3,1,3,8,2,1
2016,3663.973021,2,6,4,1,2,1,1,3,1,3,2,3,8,2,1
2016,538.8456411,1,3,4,2,2,1,1,4,2,3,2,3,8,2,3
2016,3893.870547,1,1,1,1,2,1,1,1,4,3,2,3,8,2,4
2016,2025.532254,1,88,3,1,2,2,2,1,4,3,2,3,8,2,1
2016,2025.532254,1,88,3,1,2,2,2,1,4,3,2,3,6,2,1
2016,1103.559524,3,5,3,2,2,1,1,1,1,2,2,3,8,2,1
2016,1103.559524,3,5,3,2,2,1,1,1,1,2,2,3,8,2,1
2016,1103.559524,3,5,3,2,2,1,1,1,1,2,2,3,8,2,1
2016,1103.559524,3,5,3,2,2,1,1,1,1,2,2,3,8,2,1
2016,916.5011776,2,7,4,1,2,1,1,3,0,2,2,3,8,2,1
2016,1180.667945,2,5,3,2,2,2,2,1,1,2,1,3,8,2,3
2016,1961.707256,1,6,3,2,1,1,4,2,5,2,2,3,8,2,1
2016,1026.62632,1,2,4,1,2,2,2,1,5,2,2,3,6,2,1
2016,486.3980313,2,2,4,1,2,1,1,1,1,2,2,3,6,2,1
2016,486.3980313,2,2,4,1,2,1,1,1,1,2,2,3,6,2,1
2016,423.1380463,1,6,3,2,2,3,3,1,1,2,1,3,6,1,1
2016,429.0921527,1,6,3,1,2,3,3,4,1,2,2,3,8,2,3
2016,523.2445004,1,1,3,2,2,2,2,2,4,2,2,3,8,2,1
2016,478.0060174,1,6,2,2,2,3,3,2,2,2,1,3,6,2,1
2016,292.9050502,2,7,3,2,2,1,1,2,1,2,2,3,8,2,3
2016,1537.480941,2,4,5,1,1,2,4,2,0,3,2,3,8,2,1
2016,4013.898652,3,4,3,1,2,1,1,4,0,3,1,3,8,2,1
2016,2713.306835,1,6,5,1,2,1,1,1,4,3,2,3,8,2,3
2016,4038.916229,1,88,2,2,2,2,2,2,5,1,2,3,8,2,1
2016,3322.823773,2,5,3,1,2,1,1,3,1,1,2,3,8,2,1
2016,3322.823773,2,5,3,1,2,1,1,3,1,1,2,3,8,2,3
2016,1907.848265,2,7,2,1,2,3,3,2,1,3,1,3,8,2,1
2016,1303.724035,2,88,3,1,1,1,4,3,1,3,1,3,8,2,1
2016,810.8413189,3,4,4,1,2,1,1,1,0,2,1,3,8,2,3
2016,697.1573514,2,6,4,1,2,1,1,2,0,2,2,3,8,2,3
2016,630.2730781,2,6,4,1,2,1,1,2,1,2,2,3,6,2,1
2016,936.8137303,3,3,3,1,1,1,4,2,1,2,2,3,8,2,4
2016,1109.4647,1,2,2,2,2,2,2,2,3,2,2,3,8,2,2
2016,829.6892054,1,5,2,1,2,1,1,1,3,2,1,3,8,1,3
2016,940.0515173,2,5,3,1,2,1,1,1,0,2,2,3,8,2,1
2016,806.42264,1,3,2,2,2,1,1,3,1,2,2,3,8,2,1
2016,1500.506244,1,1,1,2,2,1,1,1,1,2,2,3,6,2,1
2016,815.931995,1,3,2,2,2,1,1,3,3,2,2,3,8,2,3
2016,773.3056125,2,5,4,2,1,3,4,1,1,2,1,3,8,2,3
2016,767.942941,2,3,2,2,2,1,1,3,0,2,2,3,6,2,1
2016,921.5210488,2,6,3,2,2,1,1,2,1,2,2,3,6,2,1
2016,719.4281148,1,7,3,2,2,1,1,3,3,2,3,3,8,2,5
2016,685.7476037,2,88,5,2,2,1,1,2,0,2,1,3,6,2,1
2016,1101.243834,1,88,2,1,2,1,1,2,4,2,2,3,8,2,3
2016,867.6521366,3,3,3,1,2,1,1,2,1,2,2,3,8,2,1
2016,867.6521366,3,3,3,1,2,1,1,2,1,2,2,3,8,2,1
2016,651.8340301,2,5,5,2,2,1,1,1,0,2,1,3,8,2,1
2016,3385.007458,2,4,4,2,2,1,1,2,0,1,1,3,8,2,1
2016,890.1711537,1,88,1,1,2,1,1,1,1,2,2,3,8,2,3
2016,643.8104413,1,1,2,1,2,1,1,1,3,2,2,3,8,2,3
2016,1096.581924,1,4,2,2,2,2,2,2,3,2,1,3,8,2,3
2016,730.8387994,2,7,2,2,2,1,1,2,1,2,2,3,6,2,1
2016,452.7158938,2,88,4,1,2,1,1,4,0,2,1,3,8,2,4
2016,691.9399587,3,4,5,2,2,1,1,2,1,2,2,3,8,2,1
2016,869.2512689,2,7,4,1,2,1,1,2,1,2,1,3,8,2,3
2016,699.5730953,1,1,5,2,2,1,1,1,1,2,2,3,8,2,5
2016,1051.223166,2,2,2,2,2,1,1,3,0,2,2,3,8,2,3
2016,4221.830919,2,7,5,1,2,1,1,2,0,3,1,3,6,2,1
2016,5604.207262,2,1,2,1,2,1,1,2,0,3,1,3,8,2,1
2016,4230.626539,1,88,5,1,2,1,1,2,1,3,2,3,8,2,1
2016,4230.626539,1,4,4,1,2,1,1,2,1,3,2,3,8,2,3
2016,2562.338214,3,6,2,2,2,1,1,2,0,3,1,3,8,2,1
2016,1203.293509,1,1,2,1,2,2,2,1,3,2,2,3,6,2,1
2016,591.3424667,2,5,4,1,2,1,1,2,0,2,1,3,7,2,1
2016,711.4233067,1,7,4,2,2,1,1,3,1,2,1,3,6,2,1
2016,711.4233067,1,7,4,2,2,1,1,3,1,2,2,3,6,2,1
2016,711.4233067,1,7,4,2,2,1,1,3,1,2,2,3,6,2,1
2016,797.6488541,2,6,4,2,2,1,1,1,0,3,1,3,6,2,1
2016,438.9163758,2,7,5,1,2,1,1,2,0,3,1,3,8,2,3
2016,1151.028881,1,7,2,1,2,1,1,2,4,3,1,3,8,2,1
2016,480.7637388,2,3,5,2,2,1,1,2,1,3,2,3,8,2,1
2016,868.1384039,2,1,3,2,2,3,3,4,1,2,2,3,8,2,1
2016,868.1384039,2,1,3,2,2,3,3,4,1,2,2,3,8,2,1
2016,868.1384039,2,1,3,2,2,3,3,4,1,2,2,3,8,2,1
2016,868.1384039,2,1,3,2,2,3,3,4,1,2,2,3,8,2,1
2016,646.7392115,3,88,2,2,2,1,1,3,1,2,2,3,8,2,1
2016,2215.628908,1,5,3,1,2,1,1,1,1,3,1,3,8,2,1
2016,1681.35886,2,2,3,2,2,1,1,1,1,3,2,3,8,2,1
2016,987.6141181,1,6,4,2,2,1,1,3,2,2,1,3,8,2,1
2016,743.5607273,2,3,4,2,2,1,1,2,1,2,2,3,8,2,1
2016,743.5607273,2,3,4,2,2,1,1,2,1,2,2,3,8,2,1
2016,744.3035568,2,4,4,1,2,1,1,1,1,2,2,3,8,2,1
2016,1398.365904,2,7,4,1,2,1,1,2,1,2,1,3,6,2,1
2016,1924.02223,2,5,3,2,2,1,1,3,1,2,2,3,8,2,1
2016,1968.422366,1,7,3,1,2,1,1,2,4,2,2,3,8,2,1
2016,1098.936151,1,88,2,2,1,3,4,4,3,2,1,3,6,2,1
2016,2447.320238,2,88,2,1,2,1,1,1,1,2,2,3,8,2,1
2016,534.5043016,1,7,5,2,2,1,1,2,3,2,2,3,8,2,1
2016,779.2695778,2,2,4,1,2,1,1,1,1,2,1,3,8,2,3
2016,779.2695778,2,2,4,1,2,1,1,1,1,2,1,3,8,2,1
2016,700.8585477,2,5,5,2,2,1,1,2,0,2,1,3,8,2,1
2016,2931.927932,1,5,2,1,2,1,1,1,1,3,1,3,8,2,1
2016,525.1217669,1,7,3,1,2,1,1,2,4,3,1,3,8,2,1
2016,470.5797459,2,7,4,1,2,1,1,2,1,3,1,3,8,2,2
2016,683.9196786,3,3,5,2,2,1,1,3,0,3,2,3,8,2,1
2016,506.8239338,2,6,2,2,2,1,1,2,0,3,2,3,8,2,4
2016,506.8239338,2,6,2,2,2,1,1,2,0,3,2,3,8,2,4
2016,1387.532155,1,7,3,1,2,2,2,3,4,3,1,3,6,2,1
2016,428.0269309,1,88,1,2,2,3,3,1,4,3,2,3,8,2,1
2016,1430.031504,2,2,5,2,2,1,1,2,0,2,2,3,8,2,1
2016,950.7956548,1,88,4,2,2,1,1,3,2,2,2,3,8,2,1
2016,1669.144833,1,7,2,2,2,1,1,2,1,2,2,3,8,2,1
2016,1669.144833,1,7,2,2,2,1,1,2,1,2,2,3,8,2,1
2016,922.0646551,2,6,3,2,2,1,1,3,0,2,1,3,8,2,1
2016,2025.532254,1,88,3,1,2,2,2,1,4,3,2,3,6,2,1
2016,312.3714791,2,88,5,1,2,1,1,1,0,2,2,3,8,2,1
2016,644.5476571,1,6,5,1,2,1,1,2,1,2,2,3,8,2,1
2016,471.468194,2,6,2,2,2,3,3,4,1,2,1,3,8,2,1
2016,471.468194,2,6,2,2,2,3,3,4,1,2,2,3,8,2,1
2016,471.468194,2,6,2,2,2,3,3,4,1,2,2,3,8,2,1
2016,351.3419206,2,7,4,2,2,1,1,2,1,2,1,3,6,2,1
2016,432.4011565,2,7,4,1,2,1,1,2,1,2,2,3,8,2,1
2016,595.655201,1,3,2,2,2,1,1,2,2,2,1,3,6,2,1
2016,595.655201,1,3,2,2,2,1,1,2,2,2,1,3,6,2,1
2016,595.655201,1,3,2,2,2,1,1,2,2,2,2,3,6,2,1
2016,595.655201,1,3,2,2,2,1,1,2,2,2,3,3,8,2,5
2016,702.5212511,1,3,4,2,2,1,1,2,1,2,2,3,6,2,1
2016,478.891979,2,7,3,2,2,1,1,3,0,2,2,3,8,2,1
2016,926.1261646,3,4,3,2,2,1,1,2,1,2,2,3,8,2,1
2016,775.4363979,2,6,4,1,2,1,1,3,1,2,2,3,8,2,3
2016,775.4363979,2,6,4,1,2,1,1,3,1,2,2,3,8,2,4
2016,386.1744892,2,6,4,2,2,1,1,1,1,2,1,3,8,2,1
2016,476.2771317,1,6,2,1,2,1,1,2,3,2,1,3,8,2,1
2016,443.5348048,1,3,2,2,1,1,4,1,3,2,1,3,8,2,1
2016,1803.606461,1,1,1,1,2,1,1,1,1,2,1,3,8,2,1
2016,346.0170666,1,6,2,2,2,1,1,2,3,2,2,3,8,2,3
2016,365.362467,1,6,4,2,2,1,1,2,3,2,2,3,8,2,1
2016,791.4222553,2,7,3,1,2,1,1,3,0,2,2,3,8,2,3
2016,357.8872668,2,3,3,1,2,1,1,1,1,2,1,3,6,2,1
2016,477.2460805,2,1,2,1,1,3,4,1,1,2,3,3,8,2,4
2016,525.9220929,1,3,2,1,2,1,1,2,1,2,1,3,8,2,4
2016,834.6819575,2,4,4,2,2,1,1,2,1,2,1,3,8,2,1
2016,219.3373536,1,2,1,2,2,1,1,1,3,2,2,3,8,2,1
2016,1087.645187,2,88,1,2,1,1,4,2,1,2,2,3,8,2,1
2016,1087.645187,2,88,1,2,1,1,4,2,1,2,2,3,8,2,1
2016,741.2234684,2,5,5,1,2,1,1,1,0,2,2,3,6,2,1
2016,499.5122055,3,1,4,2,2,1,1,2,1,2,2,3,8,2,1
2016,555.7538102,1,3,2,2,2,1,1,2,1,2,2,3,8,,1
2016,384.6382437,1,2,3,2,2,1,1,1,1,2,1,3,6,2,1
2016,1987.866919,1,5,3,2,1,1,4,3,5,3,2,3,8,2,1
2016,1987.866919,1,5,3,2,1,1,4,3,5,3,2,3,8,2,3
2016,1991.685714,1,4,2,2,1,1,4,1,4,3,2,3,8,2,1
2016,1425.950635,1,88,5,2,2,1,1,1,5,3,2,3,8,2,3
2016,1443.60425,3,4,2,2,2,1,1,3,1,3,2,3,8,2,1
2016,1808.994203,2,7,3,1,2,1,1,3,0,1,1,3,8,2,3
2016,1290.698593,3,5,4,2,2,1,1,1,0,1,2,3,8,2,1
2016,1808.4299,1,88,3,1,1,1,4,3,1,3,2,3,8,2,1
2016,1431.539259,3,7,2,1,2,1,1,2,0,3,1,3,8,2,1
2016,1604.163115,2,3,2,2,2,1,1,3,0,3,2,3,6,2,1
2016,1009.478207,1,88,1,1,2,3,3,1,3,3,2,3,8,2,1
2016,1200.908881,1,2,2,2,2,2,2,3,2,3,1,3,7,2,3
2016,699.2594245,1,88,4,1,2,1,1,3,3,2,2,3,8,2,1
2016,604.3327291,1,6,2,1,2,1,1,1,2,2,2,3,6,2,1
2016,745.9413374,1,7,3,2,2,1,1,2,3,2,1,3,8,2,1
2016,691.9399587,3,6,5,1,2,1,1,2,0,2,1,3,6,2,1
2016,781.4339353,1,88,5,2,2,1,1,1,2,2,2,3,8,2,1
2016,6103.227409,2,5,4,1,2,1,1,2,0,2,1,3,8,2,1
2016,3081.854537,1,6,5,1,2,2,2,2,2,3,1,3,8,2,1
2016,2123.720264,2,2,4,2,2,1,1,3,0,3,2,3,8,2,1
2016,1998.580051,3,88,3,1,2,2,2,2,1,3,2,3,6,2,1
2016,3018.867638,3,1,1,2,2,2,2,1,1,3,2,3,8,2,4
2016,280.2916707,2,88,5,1,2,2,2,2,0,3,1,3,8,2,1
2016,3884.105924,2,3,2,2,2,2,2,2,1,3,1,3,8,2,3
2016,2952.744725,1,1,2,2,2,1,1,2,2,3,2,3,8,2,2
2016,2070.953851,2,4,5,2,2,1,1,1,0,3,2,3,8,2,1
2016,1148.3349,3,2,4,1,1,1,4,1,1,3,2,3,8,2,1
2016,1847.846586,1,2,3,2,2,1,1,2,2,2,2,3,8,2,1
2016,1847.846586,1,2,3,2,2,1,1,2,2,2,2,3,8,2,1
2016,2294.52999,2,7,4,1,2,1,1,3,0,1,1,3,8,2,1
2016,1251.175645,3,5,5,2,2,3,3,3,1,4,2,3,8,2,1
2016,1476.671425,3,5,3,2,2,3,3,3,1,4,2,3,8,2,2
2016,2306.536283,3,7,2,2,2,1,1,3,0,2,2,3,6,1,1
2016,2471.451146,3,7,4,1,2,1,1,2,1,1,1,3,8,2,1
2016,853.6579939,2,5,2,2,1,1,4,3,1,4,1,3,8,2,1
2016,853.6579939,2,5,2,2,1,1,4,3,1,4,1,3,8,2,1
2016,570.3268694,2,3,5,2,2,1,1,2,1,4,2,3,8,2,1
2016,693.6289155,2,88,5,2,2,1,1,1,0,2,2,3,6,2,1
2016,596.1030379,1,3,4,2,2,1,1,1,1,2,2,3,8,2,1
2016,571.9389537,1,4,5,2,2,1,1,1,1,2,2,3,8,2,3
2016,571.9389537,1,4,5,2,2,1,1,1,1,2,2,3,8,2,3
2016,571.9389537,1,4,5,2,2,1,1,1,1,2,2,3,8,2,1
2016,1027.91523,3,1,2,1,2,1,1,1,1,2,2,3,8,2,4
2016,319.7518572,2,88,2,2,2,2,2,1,0,2,1,3,8,1,1
2016,609.9274707,2,7,4,1,2,1,1,2,1,2,1,3,7,2,3
2016,315.757913,2,2,2,1,1,1,4,1,0,2,1,3,7,2,3
2016,3600.412992,1,3,3,2,2,3,3,2,1,2,2,3,7,2,1
2016,423.8283733,2,1,1,1,2,2,2,1,0,2,2,3,6,2,1
2016,969.4034686,3,3,5,2,2,1,1,1,1,2,2,3,6,2,1
2016,1836.86885,3,6,4,1,2,1,1,2,1,2,1,3,8,2,3
2016,1968.004041,3,5,4,1,2,3,3,3,1,2,2,3,8,2,2
2016,688.2994038,2,6,4,2,2,1,1,2,1,2,1,3,8,2,1
2016,1095.197169,3,2,4,2,2,2,2,3,0,2,1,3,6,1,1
2016,1095.197169,3,2,4,2,2,2,2,3,0,2,2,3,8,2,1
2016,803.3986815,1,6,2,1,2,1,1,2,2,2,1,3,8,2,3
2016,925.0834835,3,88,5,1,2,1,1,2,1,2,1,3,6,2,1
2016,5890.839938,3,3,3,1,2,1,1,4,0,2,1,3,8,2,5
2016,567.3270619,1,2,4,2,2,1,1,1,1,2,2,3,8,2,1
2016,567.3270619,1,2,4,2,2,1,1,1,1,2,2,3,8,2,1
2016,567.3270619,1,2,4,2,2,1,1,1,1,2,2,3,8,2,1
2016,294.6648936,1,1,2,2,2,3,3,1,1,2,2,3,8,2,4
2016,5797.057094,3,88,2,2,2,3,3,2,0,4,2,3,8,2,3
2016,5797.057094,3,88,2,2,2,3,3,2,0,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,1676.375321,1,88,3,1,2,1,1,2,4,4,2,3,8,2,1
2016,378.8908669,1,4,4,2,2,1,1,3,1,2,1,3,6,2,1
2016,372.6939864,2,7,4,2,2,1,1,1,1,2,2,3,8,2,1
2016,885.8190252,1,5,3,1,2,1,1,2,4,2,2,3,6,2,1
2016,510.3372686,1,6,2,2,2,1,1,1,1,2,1,3,8,2,1
2016,1318.851339,1,6,2,1,2,2,2,2,1,2,2,3,8,2,1
2016,2317.27437,2,7,5,2,2,1,1,2,0,4,2,3,8,2,1
2016,1090.26303,1,88,3,1,2,1,1,2,2,4,2,3,8,2,5
2016,4227.91852,3,6,1,1,2,1,1,1,0,1,2,3,8,2,1
2016,1842.465454,2,3,4,2,2,2,2,2,1,2,2,3,8,2,1
2016,1101.004811,2,7,5,1,2,1,1,2,0,2,2,3,6,2,1
2016,2659.481727,3,4,2,1,2,1,1,3,1,2,1,3,6,2,1
2016,1326.469299,2,88,2,1,2,3,3,2,1,2,2,3,8,2,1
2016,599.9410232,1,4,2,2,2,1,1,2,4,4,1,3,8,2,3
2016,441.7004181,1,5,5,1,1,1,4,2,4,4,2,3,8,2,1
2016,441.7004181,1,5,5,1,1,1,4,2,4,4,2,3,6,2,1
2016,441.7004181,1,5,5,1,1,1,4,2,4,4,2,3,8,2,1
2016,1188.059848,1,1,2,2,1,1,4,1,5,4,1,3,8,2,1
2016,672.9756477,1,6,2,1,2,1,1,2,5,4,2,3,8,2,1
2016,599.2732102,2,3,4,2,2,1,1,3,2,4,1,3,6,2,1
2016,852.1294773,1,6,4,1,1,1,4,2,4,4,2,3,8,2,1
2016,1875.560594,2,2,3,2,2,1,1,3,1,4,1,3,8,2,1
2016,2722.192294,2,5,2,2,1,1,4,3,1,4,2,3,8,2,1
2016,1674.946927,1,6,2,2,2,1,1,2,4,4,1,3,8,2,3
2016,3240.937016,2,7,3,2,2,1,1,2,0,4,2,3,8,2,3
2016,515.7934507,3,5,5,2,2,1,1,2,1,2,2,3,8,2,3
2016,371.759246,1,5,4,1,1,1,4,3,2,2,2,3,8,2,1
2016,442.0471719,2,7,2,2,2,1,1,2,1,2,1,3,8,2,5
2016,1761.674633,3,88,5,2,2,1,1,2,0,1,2,3,8,2,5
2016,2451.269153,2,6,4,1,2,1,1,2,1,4,1,3,6,2,1
2016,458.5860295,1,88,3,2,2,1,1,1,4,4,2,3,8,2,1
2016,571.448953,2,4,2,1,1,1,4,1,1,4,2,3,8,2,1
2016,1897.142432,1,7,4,2,2,1,1,2,2,4,2,3,6,2,1
2016,1508.249709,1,88,4,2,2,1,1,2,4,4,1,3,8,2,3
2016,1624.538227,1,5,3,1,2,2,2,2,1,4,2,3,8,2,1
2016,1624.538227,1,5,3,1,2,2,2,2,1,4,2,3,8,2,1
2016,1283.204965,3,4,4,2,2,1,1,1,1,2,1,3,6,2,1
2016,1283.204965,3,4,4,2,2,1,1,1,1,2,1,3,6,2,1
2016,1283.204965,3,4,4,2,2,1,1,1,1,2,2,3,6,2,1
2016,1283.204965,3,4,4,2,2,1,1,1,1,2,1,3,8,2,1
2016,1283.204965,3,4,4,2,2,1,1,1,1,2,1,3,8,2,1
2016,1210.319643,2,88,4,2,2,2,2,3,1,2,2,3,8,2,1
2016,1210.319643,2,88,4,2,2,2,2,3,1,2,2,3,8,2,1
2016,3093.628332,1,7,3,1,2,1,1,1,4,4,2,3,7,2,1
2016,773.6591402,1,4,2,1,2,1,1,2,3,4,2,3,8,2,3
2016,3355.498488,1,5,5,2,2,1,1,2,1,3,1,3,7,2,1
2016,3103.830437,3,3,2,2,1,1,4,4,1,3,1,3,8,2,1
2016,1571.633208,3,3,1,1,1,1,4,3,0,3,1,3,8,2,3
2016,1070.905258,3,7,5,2,2,1,1,2,1,3,2,3,8,2,5
2016,2069.863977,2,2,4,2,2,1,1,2,0,1,2,3,8,2,1
2016,1982.878072,1,2,5,1,1,1,4,2,1,3,2,3,8,2,1
2016,3090.037708,1,5,3,2,2,3,3,1,5,3,1,3,8,2,1
2016,2736.580902,3,5,2,2,2,1,1,3,1,3,2,3,8,2,3
2016,2434.341598,2,88,2,2,2,2,2,2,1,1,2,3,8,2,1
2016,3061.016412,2,7,4,1,1,1,4,3,0,3,1,3,8,2,1
2016,4379.590595,1,2,2,2,1,1,4,3,1,3,1,3,8,2,3
2016,3428.117594,2,5,4,1,2,3,3,2,1,3,1,3,6,2,1
2016,2995.25348,2,3,4,2,2,1,1,1,1,3,1,3,6,1,1
2016,2995.25348,2,3,4,2,2,1,1,1,1,3,3,3,6,2,1
2016,734.0453196,2,88,3,2,2,1,1,2,1,3,2,3,8,2,1
2016,3599.577878,1,88,2,2,2,1,1,2,4,3,1,3,8,2,1
2016,2436.061942,3,1,1,2,2,2,2,1,1,1,2,3,8,2,1
2016,1530.901189,1,1,3,1,2,2,2,1,2,3,1,3,8,2,2
2016,1083.066539,2,7,4,1,2,1,1,2,0,3,1,3,8,2,5
2016,1235.550096,2,88,2,2,2,1,1,2,0,3,2,3,6,2,1
2016,265.811493,2,7,4,1,2,1,1,2,0,3,1,3,8,2,1
2016,1685.55141,2,6,3,1,2,1,1,3,0,3,1,3,8,1,1
2016,1685.55141,2,6,3,1,2,1,1,3,0,3,2,3,8,1,1
2016,1699.175075,3,3,2,2,2,1,1,3,1,1,2,3,6,2,1
2016,1699.175075,3,3,2,2,2,1,1,3,1,1,2,3,6,2,1
2016,1767.562446,2,2,5,2,2,1,1,1,1,1,2,3,8,2,1
2016,3541.6901,2,7,4,2,2,2,2,2,1,3,2,3,8,2,3
2016,3541.6901,2,7,4,2,2,2,2,2,1,3,2,3,8,2,3
2016,4682.636846,1,2,2,1,1,1,4,2,3,3,1,3,8,2,1
2016,2025.896543,3,4,4,1,2,1,1,2,1,3,2,3,6,2,1
2016,1808.803126,2,88,3,1,2,1,1,3,1,1,2,3,8,2,1
2016,1958.82207,2,88,3,1,2,1,1,3,0,1,2,3,6,1,1
2016,4635.774173,2,1,1,2,2,1,1,1,1,1,2,3,8,2,4
2016,1787.065563,1,1,4,2,1,1,4,2,1,4,2,3,8,2,1
2016,1787.065563,1,1,4,2,1,1,4,2,1,4,2,3,8,2,1
2016,1518.983299,1,6,4,2,2,1,1,2,1,4,1,3,8,2,5
2016,3601.330467,2,7,2,1,2,1,1,2,0,1,2,3,8,2,1
2016,3601.330467,2,7,2,1,2,1,1,2,0,1,2,3,8,2,1
2016,3601.330467,2,7,2,1,2,1,1,2,0,1,2,3,8,2,1
2016,1749.455354,2,7,3,1,2,2,2,3,1,3,1,3,6,2,1
2016,636.147016,3,7,4,2,2,1,1,2,0,3,1,3,6,2,1
2016,1208.38083,1,7,4,2,2,1,1,2,1,3,2,3,8,2,5
2016,2383.989816,3,7,3,2,2,1,1,3,1,1,1,3,8,2,1
2016,965.5192763,2,7,3,1,2,1,1,2,1,2,2,3,8,2,1
2016,832.5781386,2,3,5,1,2,1,1,1,1,2,1,3,8,2,1
2016,965.5192763,2,5,2,2,2,1,1,1,0,2,1,3,8,2,3
2016,963.5623273,3,7,2,1,2,1,1,3,0,2,1,3,8,2,1
2016,400.5579222,2,7,3,2,2,1,1,1,1,2,1,3,8,2,1
2016,1049.389141,3,6,4,2,2,1,1,2,0,2,2,3,6,2,1
2016,702.4576359,1,88,2,2,2,2,2,1,3,2,2,3,8,2,1
2016,1098.575008,2,4,2,2,2,1,1,3,0,2,2,3,8,2,4
2016,1002.687963,1,5,3,1,2,1,1,3,2,2,2,3,8,2,1
2016,859.0775755,2,5,3,1,2,1,1,2,1,2,2,3,8,2,3
2016,2250.763288,2,88,2,1,2,1,1,1,1,2,1,3,6,2,1
2016,887.2855189,2,7,3,1,2,1,1,2,0,2,1,3,8,2,1
2016,1812.228857,1,88,4,1,2,2,2,2,1,3,2,3,8,2,1
2016,1812.228857,1,88,4,1,2,2,2,2,1,3,2,3,8,2,1
2016,1812.228857,1,88,4,1,2,2,2,2,1,3,2,3,8,2,1
2016,1812.228857,1,88,4,1,2,2,2,2,1,3,2,3,8,2,1
2016,1812.228857,1,88,4,1,2,2,2,2,1,3,2,3,8,2,1
2016,2601.383902,1,7,3,2,2,1,1,2,2,3,1,3,8,2,1
2016,951.5457205,1,6,2,1,1,2,4,2,0,3,2,3,8,2,3
2016,680.0423383,2,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2016,1033.42715,1,3,2,2,2,2,2,2,2,3,2,3,6,2,1
2016,1416.642795,2,3,2,1,2,3,3,2,0,3,2,3,8,2,1
2016,1314.112069,2,4,2,2,1,1,4,3,0,3,2,3,8,2,1
2016,1314.112069,2,4,2,2,1,1,4,3,0,3,2,3,8,2,1
2016,2687.348729,1,88,5,1,1,1,4,4,5,1,1,3,8,2,1
2016,1247.112959,1,2,2,1,2,2,2,3,5,1,2,3,8,2,2
2016,1247.112959,1,2,2,1,2,2,2,3,5,1,2,3,8,2,1
2016,1247.112959,1,2,2,1,2,2,2,3,5,1,2,3,8,2,3
2016,489.6200317,2,7,4,2,2,1,1,1,1,4,2,3,8,2,3
2016,463.6953777,2,7,2,2,1,1,4,2,1,4,1,3,6,2,1
2016,888.2668116,2,4,4,1,2,1,1,2,1,2,2,3,8,2,1
2016,588.6423279,1,2,2,1,2,1,1,1,1,2,2,3,6,2,1
2016,588.6423279,1,2,2,1,2,1,1,1,1,2,2,3,8,2,1
2016,588.6423279,1,2,2,1,2,1,1,1,1,2,2,3,8,2,3
2016,890.4717738,1,88,4,2,2,2,2,3,3,2,1,3,7,2,3
2016,678.0806907,2,5,2,2,2,1,1,2,1,2,3,3,8,2,3
